ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0010647	positive regulation of cell communication	212/1157	448/3188	1.56788075846615e-07	4.51692193052657e-05	3.88294296929225e-05	Ckap5/Akap5/Flot1/Sema4d/Map3k5/Efnb3/Notch2/Hap1/Sorl1/Adcy1/Cacng2/Lamc1/Gfap/Ctsl/Sod1/Gnai2/Itgb1/Fn1/Gpx1/Camk2a/Itpr1/Ncam1/Calr/Glul/Insr/Ntrk2/Gapdh/Ppia/Ctsd/Lama1/Gna11/Gnaq/Gja1/Gria1/Cat/Rasgrf1/Mt3/Camk2b/Grin2a/Grin1/Cd81/Fyn/Cxcl12/Htt/Itgav/Map2k4/Ppp3cb/Cd38/Actn4/Ripk2/Nrgn/Snap25/Lpar1/Rpl23/Rap1a/Rac1/Ptn/Gnas/Dynll1/Prkcg/Rps12/Prkcb/Ntsr2/Rasgrf2/Irs2/Nptn/Nrp1/Rgs14/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Igfbp5/Agap2/Slc30a10/Grm5/Prag1/Adora1/Lama2/Adam9/Prdx2/Lamb2/Dlg4/Ddx3x/Sema5a/Ccn3/Crtc1/Grm4/Nlgn2/Slc39a10/Camk2d/Ube2o/Mtch2/Cyfip1/Robo2/Daam2/Madd/Rab3gap1/C2cd2l/Shank2/Tmem198/Rell2/Csnk1g1/Slc24a2/Tnr/Shisa7/Gpr158/Map2k7/Gpc3/Rapgef2/Plxnb1/Slc8a2/Tspan14/Dusp15/Wasf1/Zdhhc5/Hpx/Necab2/Lrp1/Tardbp/Spred1/Gpr37l1/Clstn3/Park7/Rims1/Rtn4/Rtn4r/P2ry12/Cntnap2/Nrxn1/Synj2bp/Prkar1a/Clstn1/Mapk8ip2/Gucy1a1/Lgi1/Lancl2/Pin1/Sema7a/Dbn1/Macf1/Serinc3/Gabbr1/Mpp2/Tpbg/Plcb1/P2rx7/Mecp2/Lrp2/Fkbp8/Ilk/F11r/Hsp90ab1/Lmnb1/Ptbp1/Ccn1/Edn1/Pdia3/Prkcd/Ccn2/Aimp1/Rbpj/Mif/Thbs1/Plaur/Rps20/Rps3/Pebp1/Hint1/Shc1/Vcp/Pip4p1/Zc3hav1/Slc9a1/Gata6/Hcfc1/Traf4/Trim25/Fxr1/Ager/Sqstm1/Cdkn2a/Sh3rf1/Pum1/Trim56/Rraga/Nup93/Lars1/Flna/Cherp/Rell1/Nepro/Lmcd1/Npnt/Ddx1/Fbxl15/Ajuba/Traf7/Raf1/Tnfrsf12a/Rpl11/Oxct1/Oga/Ddx21/Plscr1/Iqgap1/Pias4/Tbk1/Cav2/Ror1/Trip6	212
BP	GO:0007610	behavior	113/1157	215/3188	3.40525680809561e-07	8.99271568737915e-05	7.73053036785214e-05	Ckap5/Scn1a/Scn2a/Ptprz1/Nrxn2/Dctn1/Efnb3/Npc1/Ctnnd2/Strn/Adcy1/Alb/Sod1/Itgb1/Cntn1/Ncam1/Atp1b2/Insr/Ntrk2/Cnp/Gnao1/Hexb/Gnaq/Gja1/Gria1/Grin2a/Grin1/Cxcl12/Htt/Slc1a2/Cnr1/Gad1/Ppp3cb/Pmch/Snap25/Ptn/Kcna2/Prkcg/Tuba1a/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Epha4/Grm2/Slc17a7/Grm5/Zdhhc8/Adora1/Ppp1r1b/Vdac3/Astn1/Cacna1e/Slc6a3/Cntn2/Dlg4/Agtpbp1/Grm7/Crtc1/Grm4/Git1/Nlgn2/Nrxn3/Atp1a3/Tafa2/Adgrl3/Negr1/Shank2/Adgrb3/Lsamp/Olfm2/Kirrel3/Slc24a2/Tnr/Shisa7/Synpo/Synj1/Ahi1/Slc8a2/Sgip1/Adcy3/Brinp1/Clstn3/Park7/Cntnap2/Nrxn1/Atad1/Tsc1/Mapk8ip2/Uchl3/Dbn1/Map1a/Atp2b2/Uchl1/Mmp17/Adam11/Adam22/Tpbg/Plcb1/Mecp2/Grn/Thbs1/Ldlr/Aldh2/Fxr1/Ager/Cstb/Eif4g1/Pum1/Uba6/Pcm1/Ehmt2	113
BP	GO:0061564	axon development	104/1157	196/3188	5.6769036698353e-07	0.000134161836402981	0.000115331362246405	Agrn/Ptprs/Ptprz1/Flot1/Numbl/Sema4d/Efnb3/Cntnap1/Pip5k1c/Adcy1/Thy1/Nefl/Itgb1/Fn1/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Mt3/Kif5c/Grin1/Gpm6b/Cxcl12/Cnr1/Efnb1/Efnb2/Ephb3/Plp1/Rac1/Ptn/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Notch1/Epha4/Aplp1/Plxnd1/Islr2/Cttn/Lama2/Lamb2/Cntn2/Alcam/Sema5a/Epha6/Grm7/Rgma/Tiam2/Rtn4rl2/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Tnc/Slitrk4/Nfasc/Nrcam/Rpl24/Tnr/Lrrc4c/Plxnb1/Dock7/Ntng1/Crtac1/Lrp1/Tspan2/Actr3/Rtn4/Rtn4r/Cntnap2/Rpl4/Tubb3/Lgi1/Nectin1/Sema7a/Dbn1/Macf1/Map1a/Plxnc1/Uchl1/Epb41l3/Twf2/Lrp2/Plxnb2/Casp6/Septin7/Ilk/Hsp90ab1/Edn1/Grn/Klf4/Lama5/Myh10/Flrt2/Flna/Map1s/Tnfrsf12a	104
BP	GO:0008284	positive regulation of cell population proliferation	161/1157	330/3188	6.16972992974777e-07	0.000134161836402981	0.000115331362246405	Agrn/Ptprz1/Akap5/Numbl/Sema4d/Map3k5/Notch2/Adam10/Hap1/Gfap/Nefl/Gnai2/Itgb1/Fn1/Itpr1/Cntn1/Ncam1/Calr/Atp1b2/Map1b/Glul/Insr/Ntrk2/Ap2a1/Gnaq/Cst3/Rasgrf1/Camk2b/Vcam1/Grin1/Cd81/Gpm6a/Fyn/Cxcl12/Pura/Htt/Itgav/Cnr1/Efnb1/Efnb2/Cnbp/Ncan/Cox17/Cd38/Ripk2/Romo1/Actr2/Rpl23/Rap1a/Rac1/Ptn/Gnas/Dynll1/Plxna1/Plxna3/Irs2/Nptn/Nrp1/Cxadr/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Hspg2/Igfbp5/Plxnd1/Agap2/Islr2/Bcan/Cd55/Fscn1/Vcan/Dlg4/Dpysl3/Sema5a/Crtc1/Nlgn2/Megf10/Slc39a10/Rgma/Camk2d/Tiam2/Cyfip1/Robo2/Map6/Lrrc7/Plxna4/Hapln4/Tnc/Negr1/Shank2/Dlg1/Gjc2/Rapgef2/Plxnb1/Ahi1/Itpka/Acsl6/Lrp1/Gpr37l1/Actr3/Rtn4/P2ry12/Nrxn1/Rpl4/Crip2/Sema7a/Dbn1/Macf1/Plxnc1/Htra1/Coro1c/Twf2/P2rx7/Mecp2/Lrp2/Plxnb2/Septin7/Ilk/Sp1/H2-K1/Anxa2/Anxa1/Dnmt1/Nme1/Ptbp1/Ccn1/Edn1/Grn/Ccn2/Rbpj/Mif/Thbs1/Igfbp2/Rps15a/Rps6/Rps3/Shc1/Nme2/Fam98a/Srsf6/Arap1/Atad5/Ctc1/Fzd7/Gata6/Ltbp3/Ager/Fndc3b/Flna/Ndnf/Hnrnpu/Cd248/Cdca7l/Dnaja3/Tnfrsf12a/Shmt2/Iqgap1/Cav2/Ror1	161
BP	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	38/1157	55/3188	6.35035514687507e-07	0.000134161836402981	0.000115331362246405	Gnai1/Akap5/Adcy1/Gnai2/Gnao1/Gna11/Gnaq/Gna12/Gna13/Sstr2/Chrm4/Abca1/Grm8/Cnr1/Adcy9/Lpar1/Gnas/Aplp1/Adgrb1/Adora1/Grm7/Grm4/Atp2b4/Adgrl1/Adgrl3/Adgrb3/Gnal/Rapgef2/Adcy3/Pde2a/Gpr37l1/P2ry12/Prkar1a/Gabbr1/Edn1/Nme2/Flna/Adgre5	38
BP	GO:1902533	positive regulation of intracellular signal transduction	119/1157	233/3188	1.19302858932176e-06	0.000236294224972542	0.000203128815076627	Akap5/Sema4d/Map3k5/Notch2/Sod1/Gnai2/Itgb1/Fn1/Gpx1/Ncam1/Calr/Insr/Ntrk2/Gapdh/Ppia/Cat/Rasgrf1/Mt3/Cd81/Fyn/Cxcl12/Itgav/Map2k4/Ppp3cb/Actn4/Ripk2/Lpar1/Rpl23/Rap1a/Rac1/Gnas/Prkcb/Ntsr2/Irs2/Nptn/Nrp1/Egfr/Notch1/Ctnnb1/Epha4/Igfbp5/Slc30a10/Grm5/Prag1/Adora1/Adam9/Prdx2/Ddx3x/Sema5a/Grm4/Camk2d/Mtch2/Madd/Rell2/Map2k7/Rapgef2/Plxnb1/Dusp15/Necab2/Lrp1/Spred1/Gpr37l1/Park7/Rtn4/Rtn4r/P2ry12/Nrxn1/Mapk8ip2/Gucy1a1/Sema7a/Serinc3/Tpbg/Plcb1/P2rx7/Lrp2/Ilk/F11r/Hsp90ab1/Lmnb1/Ptbp1/Edn1/Prkcd/Ccn2/Mif/Thbs1/Rps20/Rps3/Pebp1/Hint1/Shc1/Pip4p1/Zc3hav1/Slc9a1/Traf4/Trim25/Ager/Cdkn2a/Sh3rf1/Trim56/Rraga/Nup93/Lars1/Cherp/Rell1/Lmcd1/Npnt/Ddx1/Ajuba/Traf7/Raf1/Rpl11/Ddx21/Plscr1/Iqgap1/Pias4/Tbk1/Cav2/Ror1/Trip6	119
BP	GO:0007267	cell-cell signaling	222/1157	483/3188	1.35610992268702e-06	0.000252794843823245	0.000217313466248545	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Ildr2/Akap5/Mctp1/Nrxn2/Farp1/Cacna2d1/Flot1/Efnb3/Hap1/Ctnnd2/Strn/Adcy1/Cacng2/Thy1/Gfap/Nefl/Gnai2/Itgb1/Lynx1/Camk2a/Itpr1/Ncam1/Glul/Ntrk2/Gnao1/Nefh/Gna11/Gnaq/Gja1/Gria1/Rasgrf1/Camk2b/Ctnnd1/Chrm4/Grin2a/Grin1/Fyn/Cxcl12/Abca1/Htt/Itgav/Syt2/Ina/Rph3a/Grm8/Cnr1/Anxa5/Ppp3cb/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Gnas/Kcna2/Dynll1/Prkcg/Rps12/Prkcb/Dlg3/Rasgrf2/Irs2/Cplx2/Nptn/Cacna1a/Rgs14/Cxadr/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Kcnb1/Itgb8/Grm2/Slc17a7/Shisa6/Adgrb1/Camkv/Sorbs2/Grm5/Adora1/Lama2/Slc30a1/Vdac3/Cacna1e/Slc6a3/Il1rap/Dlg4/Ddx3x/Sema5a/Sh3gl1/Kcnc3/Ccn3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Dagla/Cspg5/Scn4b/Cyfip1/Plppr4/Phf24/Daam2/Madd/Rab3gap1/Hapln4/C2cd2l/Tnc/Shank2/Dlg1/Tmem198/Synpr/Dlgap2/Slc17a6/Dmxl2/Gjc2/Prkaa2/Csnk1g1/Slc24a2/Rgs8/Tnr/Lrrc4c/Shisa7/Gpr158/Ank2/Synpo/Amer2/Gpc3/Gnal/Synj1/Rapgef2/Ly6g6e/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Cadm1/Mark1/Lrp1/Tardbp/Slc12a6/Clstn3/Park7/Rims1/Rtn4/P2ry12/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Prkar1a/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Pin1/Dbn1/Macf1/Ndrg2/Map1a/Grm3/Pclo/Atp2b2/Celsr2/Gabbr1/Mpp2/Tpbg/Plcb1/P2rx7/Mecp2/Rnf213/Snap23/Nlk/Atp2a2/Ilk/Anxa1/Ptbp1/Edn1/Aimp1/Rbpj/Mif/Psmc5/Ldb1/Vcp/Frmd8/Stxbp3/Klf4/Fzd7/Gata6/Hcfc1/Fbn1/Fxr1/Ltbp3/Ager/Sqstm1/Nisch/Flna/Erc1/Raf1/Oxct1/Oga/Pias4/Cav2/Ror1	222
BP	GO:0009967	positive regulation of signal transduction	169/1157	354/3188	1.86449600374371e-06	0.000320663955152543	0.000275656712539165	Akap5/Flot1/Sema4d/Map3k5/Notch2/Hap1/Sorl1/Lamc1/Ctsl/Sod1/Gnai2/Itgb1/Fn1/Gpx1/Camk2a/Ncam1/Calr/Insr/Ntrk2/Gapdh/Ppia/Ctsd/Lama1/Cat/Rasgrf1/Mt3/Camk2b/Grin2a/Grin1/Cd81/Fyn/Cxcl12/Htt/Itgav/Map2k4/Ppp3cb/Actn4/Ripk2/Lpar1/Rpl23/Rap1a/Rac1/Gnas/Rps12/Prkcb/Ntsr2/Irs2/Nptn/Nrp1/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Igfbp5/Agap2/Slc30a10/Grm5/Prag1/Adora1/Lama2/Adam9/Prdx2/Lamb2/Dlg4/Ddx3x/Sema5a/Ccn3/Grm4/Nlgn2/Slc39a10/Camk2d/Ube2o/Mtch2/Cyfip1/Robo2/Daam2/Madd/Tmem198/Rell2/Csnk1g1/Map2k7/Gpc3/Rapgef2/Plxnb1/Tspan14/Dusp15/Wasf1/Zdhhc5/Hpx/Necab2/Lrp1/Spred1/Gpr37l1/Park7/Rims1/Rtn4/Rtn4r/P2ry12/Nrxn1/Synj2bp/Mapk8ip2/Gucy1a1/Lancl2/Pin1/Sema7a/Dbn1/Macf1/Serinc3/Tpbg/Plcb1/P2rx7/Lrp2/Fkbp8/Ilk/F11r/Hsp90ab1/Lmnb1/Ptbp1/Ccn1/Edn1/Pdia3/Prkcd/Ccn2/Rbpj/Mif/Thbs1/Plaur/Rps20/Rps3/Pebp1/Hint1/Shc1/Vcp/Pip4p1/Zc3hav1/Slc9a1/Gata6/Traf4/Trim25/Ager/Cdkn2a/Sh3rf1/Pum1/Trim56/Rraga/Nup93/Lars1/Flna/Cherp/Rell1/Nepro/Lmcd1/Npnt/Ddx1/Fbxl15/Ajuba/Traf7/Raf1/Tnfrsf12a/Rpl11/Ddx21/Plscr1/Iqgap1/Pias4/Tbk1/Cav2/Ror1/Trip6	169
BP	GO:2000026	regulation of multicellular organismal development	171/1157	359/3188	1.92256710252393e-06	0.000320663955152543	0.000275656712539165	Agrn/Cd101/Ptprs/Ptprz1/Akap5/Chadl/Atp2b1/Bin1/Numbl/Sema4d/Efnb3/Notch2/Adam10/Hap1/Sorl1/Thy1/Gfap/Nefl/Itgb1/Lrrc4b/Fn1/Ncam1/Map1b/Glul/Insr/Ntrk2/Lama1/Gja1/Mt3/Camk2b/Gpm6b/Cxcl12/Cit/Ephb3/Ncan/Ripk2/Actr2/Rhob/Ptn/Gnas/Prkcb/Plxna1/Plxna3/Nptn/Nrp1/Rgs14/Cxadr/Egfr/Notch1/Ctnnb1/Epha4/Itgb8/Plxnd1/Adgrb1/Grm5/Islr2/Lama2/Arhgef2/Prdx2/Bcan/Glg1/Il1rap/Vcan/Dlg4/Sema5a/Nlgn2/Rgma/Atp2b4/Tiam2/Cyfip1/Robo2/Map6/Adgrl1/Adgrl3/Daam2/Plxna4/Hapln4/Amigo2/Adgrb3/Slitrk4/Dlg1/Gjc2/Tnr/Synj1/Rapgef2/Plxnb1/Ahi1/Itpka/Dock7/Sirt2/Lrp1/Brinp1/Spred1/Gpr37l1/Clstn3/Actr3/Rtn4/Rtn4r/Nrxn1/Prxl2a/Lingo1/Synj2bp/Rpl4/Clstn1/Tesc/Pin1/Sema7a/Dbn1/Macf1/Add1/Plxnc1/Atp11c/Tpbg/Twf2/Plcb1/P2rx7/Mecp2/Lrp2/Plxnb2/Arid2/Hk2/Ilk/F11r/Actn3/Sp1/Anxa2/Col4a2/Pgk1/Anxa1/Nme1/Ccn1/Edn1/Rxrb/Grn/Ccn2/Ahsg/Rbpj/Thbs1/Ldlr/Hspa9/Pkm/Idh2/Ldb1/Bmp1/Shc1/Nme2/Srsf6/Myrf/Ehmt1/Klf4/Lama5/Gata6/Fbn1/Fxr1/Ltbp3/Ager/Cdkn2a/Sh3rf1/Ctdp1/Flrt2/Cnot4/Phldb2/Rnh1/Hgs/Srrt/Ino80b/Tnfrsf12a/Pcm1/Racgap1/Adgre5/Mbd1	171
BP	GO:1901888	regulation of cell junction assembly	60/1157	102/3188	2.1335029364978e-06	0.000338053540288077	0.000290605557876648	Agrn/Ptprs/Farp1/Flot1/Numbl/Sema4d/Efnb3/Thy1/Lrrc4b/Ntrk2/Gja1/Grin1/Gpm6b/Ephb3/Mdga2/Rap1a/Rac1/Nrp1/Ctnnb1/Adgrb1/Icam5/Il1rap/Dlg4/Nlgn2/Adgrl1/Adgrl3/Lrfn4/Negr1/Amigo2/Adgrb3/Rap2a/Slitrk4/Lrfn5/Rapgef2/Lrp1/Clstn3/Actr3/Cntnap2/Nrxn1/Tsc1/Clstn1/Nectin1/Srcin1/Macf1/Coro1c/Dmtn/Tpbg/Slk/F11r/Rps6/Ldb1/Eif4g1/Chd4/Epb41l5/Rcc2/Flrt2/Pdlim5/Phldb2/Iqgap1/Adgre5	60
BP	GO:0051960	regulation of nervous system development	102/1157	196/3188	2.44317266041224e-06	0.000368686388611732	0.000316938889481046	Agrn/Ptprs/Ptprz1/Akap5/Bin1/Numbl/Sema4d/Efnb3/Notch2/Hap1/Sorl1/Thy1/Gfap/Nefl/Itgb1/Lrrc4b/Fn1/Map1b/Ntrk2/Mt3/Camk2b/Cxcl12/Cit/Ephb3/Ncan/Actr2/Ptn/Plxna1/Plxna3/Nptn/Nrp1/Rgs14/Egfr/Notch1/Ctnnb1/Epha4/Plxnd1/Adgrb1/Grm5/Islr2/Arhgef2/Bcan/Il1rap/Vcan/Dlg4/Sema5a/Nlgn2/Rgma/Tiam2/Cyfip1/Robo2/Map6/Adgrl1/Adgrl3/Daam2/Plxna4/Hapln4/Amigo2/Adgrb3/Slitrk4/Dlg1/Gjc2/Tnr/Synj1/Rapgef2/Plxnb1/Itpka/Dock7/Sirt2/Lrp1/Brinp1/Gpr37l1/Clstn3/Actr3/Rtn4/Rtn4r/Nrxn1/Lingo1/Rpl4/Clstn1/Sema7a/Dbn1/Macf1/Plxnc1/Tpbg/Twf2/Mecp2/Lrp2/Plxnb2/Ilk/Anxa2/Rxrb/Ldlr/Idh2/Myrf/Fxr1/Flrt2/Srrt/Tnfrsf12a/Pcm1/Adgre5/Mbd1	102
BP	GO:0120036	plasma membrane bounded cell projection organization	225/1157	494/3188	2.67108617125137e-06	0.000384757821667982	0.000330754593837251	Ckap5/Agrn/Ptprs/Ptprz1/Akap5/Farp1/Dpysl2/Prdx6/Dctn1/Flot1/Numbl/Sema4d/Efnb3/Adam10/Hap1/Ctnnd2/Cntnap1/Strn/Pip5k1c/Atp9a/Adcy1/Thy1/Lamc1/Gfap/Sod1/Nefl/Itgb1/Fn1/Camk2a/Itpr1/Cntn1/Ncam1/Atp1b2/Map1b/Insr/Ntrk2/Cnp/Ap2a1/Bsg/Lama1/Nefh/Gja1/Rasgrf1/Mt3/Camk2b/Kif5c/Grin2a/Grin1/Gpm6a/Gpm6b/Fyn/Cxcl12/Htt/Syt2/Rph3a/Cnr1/Capzb/Cit/Fgd1/Efnb1/Efnb2/Ephb3/Cd38/Plp1/Snap25/Actr2/Lpar1/Rap1a/Rac1/Ptn/Dynll1/Tuba1a/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Gfra1/Vldlr/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Aplp1/Exoc5/Plxnd1/Prag1/Islr2/Cttn/Lama2/Vdac3/Lamb2/Cntn2/Bcan/Alcam/Fscn1/Dlg4/Dpysl3/Sema5a/Spock1/Epha6/Grm7/Crtc1/Git1/Prex1/Nlgn2/Rgma/Atp1a3/Tiam2/Rtn4rl2/Abhd17b/Cyfip1/Plppr4/Robo2/Map6/Lrrc7/Daam2/Plxna4/Arhgap33/Tnc/Negr1/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Ablim2/Rpl24/Kirrel3/Gprin3/Tnr/Lrrc4c/Rapgef2/Ngef/Plxnb1/Ahi1/Itpka/Iqsec1/Dock7/Ntng1/Crtac1/Wasf1/Mark1/Acsl6/Srgap2/Lrp1/Tspan2/Camk2g/Nptxr/Clstn3/Actr3/Rims1/Rtn4/Rtn4r/Ntm/P2ry12/Cntnap2/Nrxn1/Lingo1/Rpl4/Tsc1/Tubb3/Mapk8ip2/Lgi1/Nectin1/Sema7a/Srcin1/Dbn1/Macf1/Map1a/Plxnc1/Atp2b2/Celsr2/Uchl1/Coro1c/Dmtn/Epb41l3/Tpbg/Twf2/Cpne6/P2rx7/Rasal1/Mecp2/Cul4b/Lrp2/Plxnb2/Casp6/Prkcsh/Mapkapk5/Septin7/Ilk/H2-K1/Hsp90ab1/Nme1/Lgals1/Ptbp1/Edn1/Plaa/Grn/Prkcd/Shc1/Nme2/Fam98a/Arap1/Klf4/Lama5/Fxr1/Phgdh/Myh10/Ager/Nisch/Rcc2/Flrt2/Flna/Map1s/Ndnf/Uba6/Pdlim5/Ajuba/Tnfrsf12a/Iqgap1/Myo9b/Pcm1/Ror1	225
BP	GO:0050804	modulation of chemical synaptic transmission	125/1157	251/3188	3.50884773935408e-06	0.000483458195044047	0.000415601736816858	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Akap5/Mctp1/Nrxn2/Flot1/Efnb3/Hap1/Ctnnd2/Adcy1/Cacng2/Gfap/Nefl/Gnai2/Itgb1/Camk2a/Ncam1/Glul/Ntrk2/Nefh/Gria1/Rasgrf1/Camk2b/Grin2a/Grin1/Fyn/Htt/Ina/Grm8/Cnr1/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Prkcg/Prkcb/Rasgrf2/Cplx2/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Epha4/Kcnb1/Grm2/Shisa6/Adgrb1/Camkv/Grm5/Adora1/Lama2/Slc30a1/Cacna1e/Dlg4/Sh3gl1/Kcnc3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Cspg5/Cyfip1/Plppr4/Phf24/Rab3gap1/Shank2/Synpr/Dlgap2/Slc24a2/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Gnal/Rapgef2/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Clstn3/Rims1/Rtn4/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Dbn1/Map1a/Grm3/Pclo/Atp2b2/Gabbr1/Mpp2/Plcb1/P2rx7/Mecp2/Atp2a2/Edn1/Psmc5/Fxr1/Ager/Sqstm1/Nisch/Erc1	125
BP	GO:0007411	axon guidance	47/1157	76/3188	4.10593095422204e-06	0.000520467807757186	0.0004474168130327	Agrn/Flot1/Sema4d/Efnb3/Cntn1/Ncam1/Bsg/Lama1/Kif5c/Cxcl12/Efnb1/Efnb2/Ephb3/Rac1/Plxna1/Plxna3/Nptn/Nrp1/Notch1/Epha4/Plxnd1/Lama2/Lamb2/Cntn2/Alcam/Sema5a/Epha6/Cyfip1/Robo2/Plxna4/Nfasc/Nrcam/Rpl24/Plxnb1/Lrp1/Rtn4r/Tubb3/Lgi1/Nectin1/Sema7a/Plxnc1/Lrp2/Plxnb2/Edn1/Lama5/Myh10/Flrt2	47
BP	GO:0097485	neuron projection guidance	47/1157	76/3188	4.10593095422204e-06	0.000520467807757186	0.0004474168130327	Agrn/Flot1/Sema4d/Efnb3/Cntn1/Ncam1/Bsg/Lama1/Kif5c/Cxcl12/Efnb1/Efnb2/Ephb3/Rac1/Plxna1/Plxna3/Nptn/Nrp1/Notch1/Epha4/Plxnd1/Lama2/Lamb2/Cntn2/Alcam/Sema5a/Epha6/Cyfip1/Robo2/Plxna4/Nfasc/Nrcam/Rpl24/Plxnb1/Lrp1/Rtn4r/Tubb3/Lgi1/Nectin1/Sema7a/Plxnc1/Lrp2/Plxnb2/Edn1/Lama5/Myh10/Flrt2	47
BP	GO:0099177	regulation of trans-synaptic signaling	125/1157	252/3188	4.55847352850529e-06	0.000555607792762817	0.00047762467578023	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Akap5/Mctp1/Nrxn2/Flot1/Efnb3/Hap1/Ctnnd2/Adcy1/Cacng2/Gfap/Nefl/Gnai2/Itgb1/Camk2a/Ncam1/Glul/Ntrk2/Nefh/Gria1/Rasgrf1/Camk2b/Grin2a/Grin1/Fyn/Htt/Ina/Grm8/Cnr1/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Prkcg/Prkcb/Rasgrf2/Cplx2/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Epha4/Kcnb1/Grm2/Shisa6/Adgrb1/Camkv/Grm5/Adora1/Lama2/Slc30a1/Cacna1e/Dlg4/Sh3gl1/Kcnc3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Cspg5/Cyfip1/Plppr4/Phf24/Rab3gap1/Shank2/Synpr/Dlgap2/Slc24a2/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Gnal/Rapgef2/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Clstn3/Rims1/Rtn4/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Dbn1/Map1a/Grm3/Pclo/Atp2b2/Gabbr1/Mpp2/Plcb1/P2rx7/Mecp2/Atp2a2/Edn1/Psmc5/Fxr1/Ager/Sqstm1/Nisch/Erc1	125
BP	GO:0048812	neuron projection morphogenesis	133/1157	273/3188	7.40619910970494e-06	0.000869268332542776	0.000747260947209216	Agrn/Ptprs/Ptprz1/Akap5/Farp1/Flot1/Numbl/Sema4d/Efnb3/Adam10/Ctnnd2/Cntnap1/Pip5k1c/Atp9a/Adcy1/Thy1/Nefl/Itgb1/Fn1/Camk2a/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Gja1/Mt3/Camk2b/Kif5c/Grin1/Gpm6a/Fyn/Cxcl12/Syt2/Cit/Efnb1/Efnb2/Ephb3/Actr2/Rac1/Ptn/Tuba1a/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Aplp1/Plxnd1/Islr2/Cttn/Lama2/Lamb2/Cntn2/Bcan/Alcam/Dlg4/Sema5a/Epha6/Rgma/Tiam2/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Arhgap33/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Rpl24/Kirrel3/Tnr/Lrrc4c/Rapgef2/Ngef/Plxnb1/Itpka/Dock7/Ntng1/Wasf1/Srgap2/Lrp1/Clstn3/Actr3/Rims1/Rtn4/Rtn4r/Cntnap2/Nrxn1/Rpl4/Tubb3/Mapk8ip2/Lgi1/Nectin1/Sema7a/Srcin1/Dbn1/Macf1/Map1a/Plxnc1/Celsr2/Uchl1/Epb41l3/Tpbg/Twf2/Cpne6/Rasal1/Mecp2/Lrp2/Plxnb2/Septin7/Ilk/Hsp90ab1/Edn1/Plaa/Lama5/Myh10/Flrt2/Map1s/Pdlim5/Tnfrsf12a/Iqgap1	133
