ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MF	GO:0061659	ubiquitin-like protein ligase activity	22/596	37/1996	0.000153698183961668	0.0115581034339175	0.0109044816831752	Nfx1/Rnf213/Rbbp6/Marchf5/Rnf40/Trim25/Trim28/Sh3rf1/Pdzrn3/Ube2o/Uhrf2/Trim56/Rnf168/Fbxo30/Trim47/Uhrf1/Rnf126/Traf7/Nosip/Ranbp2/Pias4/Rnf7	22
MF	GO:0019838	growth factor binding	15/596	22/1996	0.000213965891782457	0.0134085292183673	0.0126502641281909	Lrp2/Agrn/Col4a1/Insr/Ccn1/Rps2/Thbs1/Hspa9/Itgav/Igfbp2/Shc1/Glg1/Ltbp3/Sort1/Htra1	15
MF	GO:0061630	ubiquitin protein ligase activity	20/596	34/1996	0.000378167628570201	0.0203130040489137	0.0191642843350613	Nfx1/Rnf213/Rbbp6/Marchf5/Rnf40/Trim25/Trim28/Sh3rf1/Pdzrn3/Ube2o/Uhrf2/Trim56/Rnf168/Fbxo30/Trim47/Uhrf1/Rnf126/Traf7/Nosip/Rnf7	20
MF	GO:0002020	protease binding	16/596	26/1996	0.000743464857050169	0.0349428482813579	0.0329667969507772	Flot1/Anxa2/Itgb1/Fn1/Mif/Thbs1/Ldlr/Itgav/Vcp/Hspg2/Cstb/Cltc/Os9/Lrp1/Park7/Sart3	16
MF	GO:0140096	catalytic activity, acting on a protein	104/596	273/1996	0.00104358895543549	0.0420450950939136	0.0396674049458256	Ppig/Nfx1/Cad/Rnf213/Casp6/Galnt1/Fkbp8/Adam10/Nlk/Tnk2/Slk/Mapkapk5/Ilk/Adam15/Pgk1/Ctsb/Insr/Gapdh/Rps6ka1/Rps6ka3/Lta4h/Cdk11b/Pdia3/Prkcd/Uba1y/Fbl/Kdm5c/Cit/Usp10/Pkm/Ppp2cb/Gtf2b/Hint1/Rbbp6/Bmp1/Nme2/Epha4/Top1/Marchf5/Fam98a/Rnf40/Spg7/Zc3hav1/Myrf/Cdc42bpa/Ehmt1/Zdhhc18/P4ha1/P4ha2/Adam9/Trim25/Ptpn21/Trim28/Cdkn2a/Sh3rf1/Pdzrn3/Ube2o/Abhd17b/Uhrf2/Ctdp1/Trim56/Rnf168/Fbxo30/Gtf3c4/Asph/Cnot4/Nsd2/Trim47/Uba6/Tns2/Lonp1/Nek9/Ilkap/Nae1/Rnpep/Uhrf1/Zdhhc5/Txndc5/Rnf126/B3galt6/Traf7/Park7/Raf1/Zdhhc6/Ndufaf7/Smyd3/Ssu72/Nosip/Prss23/Timm50/Oga/Ranbp2/Nek6/Pbk/Pias4/Prep/Pin1/Uchl1/Htra1/Rnf7/Tbk1/Ror1/Ehmt2/Baz1b	104
MF	GO:0019787	ubiquitin-like protein transferase activity	24/596	46/1996	0.00111822061419983	0.0420450950939136	0.0396674049458256	Nfx1/Rnf213/Rbbp6/Marchf5/Rnf40/Trim25/Trim28/Cdkn2a/Sh3rf1/Pdzrn3/Ube2o/Uhrf2/Trim56/Rnf168/Fbxo30/Cnot4/Trim47/Uhrf1/Rnf126/Traf7/Nosip/Ranbp2/Pias4/Rnf7	24
MF	GO:0016740	transferase activity	101/596	266/1996	0.00142514037425506	0.0444296466830611	0.0419171078728768	Nfx1/Cad/Rnf213/Hk2/Galnt1/Polr1a/Nlk/Tnk2/Slk/Mapkapk5/Ilk/Ugcg/Gcat/Got2/Pgk1/Dnmt1/Insr/Nme1/Gapdh/Rps6ka1/Rps6ka3/Fasn/Cdk11b/Prkcd/Fbl/Gfpt1/Cit/Pcyt1a/Pkm/Polr2i/Gtf2b/Ext2/Rbbp6/Nme2/Epha4/Top1/Marchf5/Fam98a/Tamm41/Rnf40/Zc3hav1/Cdc42bpa/Ehmt1/Zdhhc18/Pik3c2a/Traf4/Trim25/Trim28/Cdkn2a/Gart/Galk2/Sh3rf1/Pdzrn3/Uggt1/Ube2o/Fcsk/Uhrf2/Naa15/Trim56/Rnf168/Fbxo30/Gtf3c4/Cnot4/Nsd2/Acaa2/Trim47/Uba6/Polr2b/Ppat/Nek9/Acat1/Acaa1b/Uhrf1/Zdhhc5/Ciapin1/Acly/Rnf126/B3galt6/Traf7/Ctu1/Nans/Raf1/Zdhhc6/Mtap/Ndufaf7/Smyd3/Shmt2/Oxct1/Nosip/Pold3/Oga/Ranbp2/Nek6/Agk/Pbk/Pias4/Rnf7/Tbk1/Ror1/Ehmt2/Baz1b	101
MF	GO:0005201	extracellular matrix structural constituent	11/596	16/1996	0.00143782850852414	0.0444296466830611	0.0419171078728768	Agrn/Col4a1/Lamc1/Col4a2/Fn1/Thbs1/Hspg2/Lama5/Lamb2/Fbn1/Npnt	11
MF	GO:0019955	cytokine binding	9/596	12/1996	0.0015795481983636	0.0444296466830611	0.0419171078728768	Agrn/Itgb1/Ifnar1/Thbs1/Itgav/Ltbp3/Ager/Park7/Plp2	9
MF	GO:0016755	aminoacyltransferase activity	24/596	47/1996	0.00165429535522036	0.0444296466830611	0.0419171078728768	Nfx1/Rnf213/Rbbp6/Marchf5/Rnf40/Trim25/Trim28/Cdkn2a/Sh3rf1/Pdzrn3/Ube2o/Uhrf2/Trim56/Rnf168/Fbxo30/Cnot4/Trim47/Uhrf1/Rnf126/Traf7/Nosip/Ranbp2/Pias4/Rnf7	24
