ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0034330	cell junction organization	142/697	290/1959	2.70792841033357e-07	6.10514768875204e-05	5.22928184885468e-05	Ckap5/Ajm1/Agrn/Ptprs/Frrs1l/Akap5/Nrxn2/Farp1/Dctn1/Flot1/Numbl/Sema4d/Efnb3/Adam10/Ctnnd2/Cntnap1/Cacng2/Bsn/Thy1/Lamc1/Nefl/Itgb1/Lrrc4b/Fn1/Insr/Ntrk2/Gja1/Gria1/Camk2b/Ctnnd1/Grin2a/Grin1/Gpm6a/Gpm6b/Fyn/Itgav/Rph3a/Efnb1/Efnb2/Ephb3/Ncan/Actn4/Arhgap39/Mdga2/Actr2/Rhob/Rap1a/Rac1/Ptn/Tuba1a/Nptn/Nrp1/Cacna1a/Cxadr/Grin2b/Ctnnb1/Epha4/Iqsec3/Plxnd1/Shisa6/Adgrb1/Camkv/Sorbs2/Grm5/Cttn/Icam5/Lamb2/Cntn2/Bcan/Fscn1/Il1rap/Dlg4/Nlgn2/Dgkb/Nrxn3/Sort1/Sdk2/Abhd17b/Cyfip1/Adgrl1/Adgrl3/Plxna4/Hapln4/Lrfn4/Cnksr2/Arhgap33/Tnc/Negr1/Shank2/Amigo2/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Dlg1/Kirrel3/Gphn/Lrfn5/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Rapgef2/Ngef/Plxnb1/Slc8a2/Itpka/Iqsec1/Dock7/Ntng1/Wasf1/Cadm1/Abhd17c/Srgap2/Lrp1/Nptxr/Clstn3/Abhd17a/Actr3/Cntnap2/Nrxn1/Tsc1/Clstn1/Nbea/Nectin1/Pin1/Srcin1/Plec/Dbn1/Macf1/Add1/Pclo/Plxnc1/Atp2b2/Coro1c/Dmtn/Epb41l3/Tpbg/Cpne6/Mecp2	142
BP	GO:0050890	cognition	58/697	96/1959	3.28265936665114e-07	6.78416269107902e-05	5.81088298412456e-05	Ckap5/Scn2a/Ptprz1/Nrxn2/Slc1a4/Ctnnd2/Adcy1/Itgb1/Ncam1/Ntrk2/Gria1/Grin2a/Grin1/Htt/Cnr1/Snap25/Ptn/Gnas/Tuba1a/Nptn/Rgs14/Grin2b/Egfr/Slc17a7/Grm5/Adora1/Ppp1r1b/Vdac3/Cacna1e/Grm7/Crtc1/Grm4/Git1/Nrxn3/Atp1a3/Cyfip1/Tafa2/Shank2/Adgrb3/Slc24a2/Tnr/Shisa7/Gpr158/Synpo/Synj1/Slc8a2/Adcy3/Brinp1/Clstn3/Cntnap2/Nrxn1/Atad1/Tsc1/Mapk8ip2/Map1a/Tpbg/Plcb1/Mecp2	58
BP	GO:0007416	synapse assembly	56/697	92/1959	3.72867961602398e-07	7.11317342133806e-05	6.09269268432097e-05	Agrn/Ptprs/Akap5/Nrxn2/Farp1/Numbl/Sema4d/Efnb3/Bsn/Lrrc4b/Ntrk2/Gria1/Grin1/Gpm6a/Efnb1/Efnb2/Ephb3/Mdga2/Nptn/Cacna1a/Ctnnb1/Plxnd1/Adgrb1/Icam5/Il1rap/Dlg4/Nlgn2/Nrxn3/Sdk2/Adgrl1/Adgrl3/Hapln4/Lrfn4/Negr1/Shank2/Amigo2/Adgrb3/Rap2a/Slitrk4/Kirrel3/Lrfn5/Plxnb1/Dock7/Cadm1/Srgap2/Nptxr/Clstn3/Actr3/Cntnap2/Nrxn1/Clstn1/Nectin1/Srcin1/Pclo/Tpbg/Mecp2	56
BP	GO:0007166	cell surface receptor signaling pathway	168/697	356/1959	4.10382612668664e-07	7.26963485298776e-05	6.22670761176965e-05	Ckap5/Grik3/Frrs1l/Gfra2/Numbl/Sema4d/Efnb3/Notch2/Adam10/Hap1/Ctnnd2/Strn/Sorl1/Thy1/Lamc1/Gnai2/Itgb1/Fn1/Gpx1/Camk2a/Cntn1/Ncam1/Insr/Ntrk2/Ctsd/Lama1/Gnaq/Gria1/Mt3/Ctnnd1/Grin2a/Grin1/Cd81/Fyn/Cxcl12/Htt/Itgav/Grm8/Efnb1/Efnb2/Ephb3/Cd38/Actn4/Ripk2/Plp1/Rap1a/Rac1/Ptn/Rps12/Tuba1a/Prkcb/Plxna1/Plxna3/Irs2/Nptn/Nrp1/Rgs14/Gfra1/Vldlr/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Kcnb1/Hspg2/Igfbp5/Itgb8/Grm2/Slc17a7/Plxnd1/Shisa6/Adgrb1/Agap2/Sorbs2/Slc30a10/Grm5/Vwc2l/Prag1/Cttn/Adora1/Lama2/Traf3/Adam9/Prdx2/Lamb2/Cd55/Glg1/Il1rap/Mog/Dlg4/Ddx3x/Sema5a/Epha6/Sh3gl1/Ccn3/Grm7/Grm4/Git1/Nlgn2/Lemd2/Slc39a10/Rgma/Sort1/Atp1a3/Dagla/Ube2o/Rtn4rl2/Cyfip1/Robo2/Adgrl1/Adgrl3/Daam2/Madd/Plxna4/Rab3gap1/Pip4k2b/Adgrb3/Tmem198/Tspan9/Prkaa2/Csnk1g1/Amer2/Gpc3/Rapgef2/Ngef/Plxnb1/Ahi1/Slc8a2/Tspan14/Cadm4/Wasf1/Cadm1/Mark1/Zfand2b/Hpx/Rnf126/Necab2/Lrp1/Spred1/Gpr37l1/Park7/Rims1/Rtn4/Rtn4r/P2ry12/Cntnap2/Nrxn1/Synj2bp/Tubb3/Mapk8ip2/Pin1/Sema7a/Dbn1/Macf1/Ndrg2/Grm3/Pclo/Plxnc1/Gpc1/Fbxl17/Celsr2/Htra1/Mpp2/Tpbg/Plcb1/P2rx7/Mecp2	168
BP	GO:0051962	positive regulation of nervous system development	69/697	121/1959	5.55501750496727e-07	8.97954496724243e-05	7.69130804070256e-05	Agrn/Ptprz1/Akap5/Bin1/Numbl/Sema4d/Notch2/Hap1/Gfap/Nefl/Itgb1/Lrrc4b/Fn1/Map1b/Ntrk2/Camk2b/Cxcl12/Ephb3/Ncan/Actr2/Ptn/Plxna1/Plxna3/Nptn/Nrp1/Rgs14/Egfr/Notch1/Ctnnb1/Epha4/Plxnd1/Adgrb1/Grm5/Islr2/Bcan/Il1rap/Vcan/Dlg4/Sema5a/Nlgn2/Tiam2/Cyfip1/Robo2/Map6/Adgrl1/Adgrl3/Plxna4/Hapln4/Amigo2/Adgrb3/Slitrk4/Gjc2/Synj1/Plxnb1/Itpka/Lrp1/Clstn3/Actr3/Rtn4/Nrxn1/Rpl4/Clstn1/Sema7a/Dbn1/Macf1/Plxnc1/Tpbg/Twf2/Mecp2	69
BP	GO:0048513	animal organ development	173/697	370/1959	5.79325481757576e-07	8.97954496724243e-05	7.69130804070256e-05	Ptprs/Scn2a/Ildr2/Rpl3l/Chadl/Atp2b1/Dctn1/Flot1/Numbl/Sema4d/Notch2/Adam10/Npc1/Hap1/Cntnap1/Chkb/Fhl2/Sorl1/Thy1/Lamc1/Ctsl/Cfh/Sod1/Itgb1/Ctsb/Fn1/Gpx1/Itpr1/Cntn1/Ncam1/Atp1b2/Insr/Ntrk2/Bsg/Lama1/Nefh/Gna11/Gnaq/Gja1/Cat/Cers1/Vcam1/Ctnnd1/Grin1/Gpm6a/Gpm6b/Fyn/Cxcl12/Htt/Slc1a2/Itgav/Map2k4/Ppp3cb/Ndufs6/Efnb1/Efnb2/Ephb3/Actn4/Rac1/Olfm3/Ptn/Gnas/Tuba1a/Plxna1/Plxna3/Ext2/Irs2/Nrp1/Cacna1a/Fhl1/Cxadr/Vldlr/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Aplp1/Hspg2/Igfbp5/Itgb8/Plxnd1/Adgrb1/Agap2/Sorbs2/Ddx17/Xrcc1/Myl6/Lama2/Prdx2/Lamb2/Slc6a3/Cntn2/Bcan/Glg1/Vcan/Sema5a/Trim28/Agtpbp1/Ccn3/Gpd2/Git1/Megf10/Lemd2/Tmem132e/Slc39a10/Ahdc1/Dclk2/Camk2d/Sdk2/Rtn4rl2/Plppr4/Robo2/Daam2/Plxna4/Rab3gap1/Aatk/Tnc/Amigo2/Nfasc/Dlg1/Aars1/Slc17a6/Rpl24/Dmxl2/Kirrel3/Tnr/Gpr158/Ank2/Gpc3/Rapgef2/Plxnb1/Ahi1/Dock7/Ntng1/Crtac1/Cadm1/Sirt2/Mark1/Srgap2/Lrp1/Pde2a/Spred1/Gpr37l1/Rtn4/Rtn4r/P2ry12/Cntnap2/Nrxn1/Ndufv2/Prkar1a/Ampd2/Nebl/Tsc1/Rtn3/Uchl3/Nectin1/Tesc/Pin1/Sema7a/Plec/Gpc1/Atp2b2/Celsr2/Ptges3/Mmp17/Htra1/Atrn/Coro1c/Cxcl14/Plcb1/P2rx7/Mecp2	173
BP	GO:0099536	synaptic signaling	144/697	298/1959	6.20229584842036e-07	9.04805512004852e-05	7.74998948737602e-05	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Akap5/Mctp1/Nrxn2/Farp1/Flot1/Efnb3/Hap1/Ctnnd2/Adcy1/Cacng2/Gfap/Nefl/Gnai2/Itgb1/Lynx1/Camk2a/Itpr1/Ncam1/Glul/Ntrk2/Nefh/Gna11/Gnaq/Gria1/Rasgrf1/Camk2b/Chrm4/Grin2a/Grin1/Fyn/Htt/Syt2/Ina/Rph3a/Grm8/Cnr1/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Prkcg/Prkcb/Dlg3/Rasgrf2/Cplx2/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Ctnnb1/Epha4/Kcnb1/Grm2/Slc17a7/Shisa6/Adgrb1/Camkv/Sorbs2/Grm5/Adora1/Lama2/Slc30a1/Vdac3/Cacna1e/Slc6a3/Il1rap/Dlg4/Sh3gl1/Kcnc3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Dagla/Cspg5/Cyfip1/Plppr4/Phf24/Rab3gap1/Hapln4/Shank2/Dlg1/Synpr/Dlgap2/Slc17a6/Dmxl2/Slc24a2/Rgs8/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Gnal/Synj1/Rapgef2/Ly6g6e/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Cadm1/Slc12a6/Clstn3/Park7/Rims1/Rtn4/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Dbn1/Map1a/Grm3/Pclo/Atp2b2/Gabbr1/Mpp2/Tpbg/Plcb1/P2rx7/Mecp2	144
BP	GO:0050767	regulation of neurogenesis	71/697	126/1959	7.05850814445179e-07	9.36614482600474e-05	8.02244493161187e-05	Ptprs/Ptprz1/Akap5/Bin1/Numbl/Sema4d/Efnb3/Notch2/Hap1/Sorl1/Thy1/Gfap/Nefl/Itgb1/Fn1/Map1b/Ntrk2/Mt3/Camk2b/Cxcl12/Cit/Ncan/Actr2/Ptn/Plxna1/Plxna3/Nptn/Nrp1/Rgs14/Egfr/Notch1/Ctnnb1/Epha4/Plxnd1/Grm5/Islr2/Arhgef2/Bcan/Vcan/Dlg4/Sema5a/Rgma/Tiam2/Cyfip1/Robo2/Map6/Daam2/Plxna4/Hapln4/Gjc2/Tnr/Synj1/Rapgef2/Plxnb1/Itpka/Dock7/Sirt2/Lrp1/Brinp1/Gpr37l1/Actr3/Rtn4/Rtn4r/Lingo1/Rpl4/Sema7a/Dbn1/Macf1/Plxnc1/Twf2/Mecp2	71
BP	GO:0050804	modulation of chemical synaptic transmission	117/697	233/1959	7.48952071906611e-07	9.36614482600474e-05	8.02244493161187e-05	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Akap5/Mctp1/Nrxn2/Flot1/Efnb3/Hap1/Ctnnd2/Adcy1/Cacng2/Gfap/Nefl/Gnai2/Itgb1/Camk2a/Ncam1/Glul/Ntrk2/Nefh/Gria1/Rasgrf1/Camk2b/Grin2a/Grin1/Fyn/Htt/Ina/Grm8/Cnr1/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Prkcg/Prkcb/Rasgrf2/Cplx2/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Epha4/Kcnb1/Grm2/Shisa6/Adgrb1/Camkv/Grm5/Adora1/Lama2/Slc30a1/Cacna1e/Dlg4/Sh3gl1/Kcnc3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Cspg5/Cyfip1/Plppr4/Phf24/Rab3gap1/Shank2/Synpr/Dlgap2/Slc24a2/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Gnal/Rapgef2/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Clstn3/Rims1/Rtn4/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Dbn1/Map1a/Grm3/Pclo/Atp2b2/Gabbr1/Mpp2/Plcb1/P2rx7/Mecp2	117
BP	GO:0099537	trans-synaptic signaling	138/697	284/1959	7.55334260161673e-07	9.36614482600474e-05	8.02244493161187e-05	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Akap5/Mctp1/Nrxn2/Farp1/Flot1/Efnb3/Hap1/Ctnnd2/Adcy1/Cacng2/Gfap/Nefl/Gnai2/Itgb1/Lynx1/Camk2a/Ncam1/Glul/Ntrk2/Nefh/Gria1/Rasgrf1/Camk2b/Chrm4/Grin2a/Grin1/Fyn/Htt/Syt2/Ina/Rph3a/Grm8/Cnr1/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Prkcg/Prkcb/Dlg3/Rasgrf2/Cplx2/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Ctnnb1/Epha4/Kcnb1/Grm2/Slc17a7/Shisa6/Adgrb1/Camkv/Grm5/Adora1/Lama2/Slc30a1/Vdac3/Cacna1e/Slc6a3/Il1rap/Dlg4/Sh3gl1/Kcnc3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Dagla/Cspg5/Cyfip1/Plppr4/Phf24/Rab3gap1/Hapln4/Shank2/Dlg1/Synpr/Dlgap2/Slc17a6/Dmxl2/Slc24a2/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Gnal/Synj1/Rapgef2/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Cadm1/Slc12a6/Clstn3/Park7/Rims1/Rtn4/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Dbn1/Map1a/Grm3/Pclo/Atp2b2/Gabbr1/Mpp2/Tpbg/Plcb1/P2rx7/Mecp2	138
BP	GO:0099177	regulation of trans-synaptic signaling	117/697	234/1959	1.0034140967951e-06	0.000114273118491543	9.78790972478497e-05	Ckap5/Agrn/Ptprs/Grik3/Frrs1l/Dlgap4/Gnai1/Akap5/Mctp1/Nrxn2/Flot1/Efnb3/Hap1/Ctnnd2/Adcy1/Cacng2/Gfap/Nefl/Gnai2/Itgb1/Camk2a/Ncam1/Glul/Ntrk2/Nefh/Gria1/Rasgrf1/Camk2b/Grin2a/Grin1/Fyn/Htt/Ina/Grm8/Cnr1/Ncan/Cd38/Pmch/Nrgn/Snap25/Rap1a/Rac1/Ptn/Prkcg/Prkcb/Rasgrf2/Cplx2/Nptn/Cacna1a/Rgs14/Grin2b/Egfr/Epha4/Kcnb1/Grm2/Shisa6/Adgrb1/Camkv/Grm5/Adora1/Lama2/Slc30a1/Cacna1e/Dlg4/Sh3gl1/Kcnc3/Grm7/Crtc1/Grm4/Git1/Nlgn2/Dgkb/Nrxn3/Cspg5/Cyfip1/Plppr4/Phf24/Rab3gap1/Shank2/Synpr/Dlgap2/Slc24a2/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Gnal/Rapgef2/Slc8a2/Itpka/Iqsec1/Kcnc4/Ntng1/Clstn3/Rims1/Rtn4/Cntnap2/Nrxn1/Shisa9/Dlgap1/Atad1/Clstn1/Sorcs2/Mapk8ip2/Gucy1a1/Lgi1/Dbn1/Map1a/Grm3/Pclo/Atp2b2/Gabbr1/Mpp2/Plcb1/P2rx7/Mecp2	117
BP	GO:0050808	synapse organization	119/697	239/1959	1.05776040901339e-06	0.000114273118491543	9.78790972478497e-05	Ckap5/Agrn/Ptprs/Frrs1l/Akap5/Nrxn2/Farp1/Dctn1/Numbl/Sema4d/Efnb3/Adam10/Ctnnd2/Cntnap1/Cacng2/Bsn/Nefl/Itgb1/Lrrc4b/Insr/Ntrk2/Gria1/Camk2b/Grin2a/Grin1/Gpm6a/Fyn/Rph3a/Efnb1/Efnb2/Ephb3/Ncan/Arhgap39/Mdga2/Actr2/Rhob/Rac1/Ptn/Tuba1a/Nptn/Nrp1/Cacna1a/Grin2b/Ctnnb1/Epha4/Iqsec3/Plxnd1/Shisa6/Adgrb1/Camkv/Sorbs2/Grm5/Cttn/Icam5/Lamb2/Cntn2/Bcan/Il1rap/Dlg4/Nlgn2/Dgkb/Nrxn3/Sort1/Sdk2/Abhd17b/Cyfip1/Adgrl1/Adgrl3/Plxna4/Hapln4/Lrfn4/Cnksr2/Arhgap33/Tnc/Negr1/Shank2/Amigo2/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Kirrel3/Gphn/Lrfn5/Tnr/Lrrc4c/Shisa7/Gpr158/Synpo/Ngef/Plxnb1/Slc8a2/Itpka/Dock7/Ntng1/Wasf1/Cadm1/Abhd17c/Srgap2/Nptxr/Clstn3/Abhd17a/Actr3/Cntnap2/Nrxn1/Tsc1/Clstn1/Nbea/Nectin1/Pin1/Srcin1/Dbn1/Pclo/Plxnc1/Atp2b2/Tpbg/Cpne6/Mecp2	119
BP	GO:0061564	axon development	89/697	168/1959	1.05979101826834e-06	0.000114273118491543	9.78790972478497e-05	Agrn/Ptprs/Ptprz1/Flot1/Numbl/Sema4d/Efnb3/Cntnap1/Pip5k1c/Adcy1/Thy1/Nefl/Itgb1/Fn1/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Mt3/Kif5c/Grin1/Gpm6b/Cxcl12/Cnr1/Efnb1/Efnb2/Ephb3/Plp1/Rac1/Ptn/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Notch1/Epha4/Aplp1/Plxnd1/Islr2/Cttn/Lama2/Lamb2/Cntn2/Alcam/Sema5a/Epha6/Grm7/Rgma/Tiam2/Rtn4rl2/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Tnc/Slitrk4/Nfasc/Nrcam/Rpl24/Tnr/Lrrc4c/Plxnb1/Dock7/Ntng1/Crtac1/Lrp1/Tspan2/Actr3/Rtn4/Rtn4r/Cntnap2/Rpl4/Tubb3/Lgi1/Nectin1/Sema7a/Dbn1/Macf1/Map1a/Plxnc1/Uchl1/Epb41l3/Twf2	89
BP	GO:0051239	regulation of multicellular organismal process	203/697	452/1959	1.90179022303545e-06	0.000196427725609364	0.000168247517096645	Agrn/Cd101/Ptprs/Dlgap4/Otud7b/Ildr2/Ptprz1/Akap5/Chadl/Nrxn2/Atp2b1/Cacna2d1/Bin1/Akap1/Flot1/Numbl/Sema4d/Efnb3/Notch2/Adam10/Hap1/Sorl1/Thy1/Gfap/Alb/Sod1/Nefl/Gnai2/Itgb1/Lrrc4b/Fn1/Ncam1/Atp1b1/Calr/Map1b/Glul/Insr/Ntrk2/Slc4a3/Gapdh/Eno1/Hk1/Bsg/Gnao1/Lama1/Gnaq/Cst3/Gja1/Mt3/Camk2b/Vcam1/Grin2a/Grin1/Cd81/Gpm6b/Cxcl12/Abca1/Itgav/Cnr1/Anxa5/Cit/Efnb1/Efnb2/Ephb3/Ncan/Cd38/Pmch/Ripk2/Actr2/Rhob/Rac1/Hspd1/Ptn/Gnas/Kcna2/Prkcb/Plxna1/Plxna3/Irs2/Nptn/Nrp1/Rgs14/Cxadr/Sirpa/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Igfbp5/Itgb8/Plxnd1/Shisa6/Adgrb1/Agap2/Grm5/Scn2b/Islr2/Cttn/Adora1/Lama2/Traf3/Arhgef2/Adam9/Prdx2/Cacna1e/Hspa4/Slc6a3/Bcan/Cd55/Glg1/Hsph1/Il1rap/Mog/Vcan/Dlg4/Ddx3x/Sema5a/Sh3gl1/Ccn3/Git1/Nlgn2/Slc39a10/Rgma/Camk2d/Atp2b4/Tiam2/Scn4b/Cyfip1/Robo2/Map6/Adgrl1/Adgrl3/Daam2/Plxna4/Hapln4/Amigo2/Adgrb3/Slitrk4/Dlg1/Dlgap2/Gjc2/Lrfn5/Tnr/Shisa7/Ank2/Synj1/Rapgef2/Plxnb1/Ahi1/Slc8a2/Itpka/Iqsec1/Dock7/Kcnc4/Cadm1/Sgip1/Sirt2/Mark1/Acot11/Lrp1/Brinp1/Camk2g/Spred1/Gpr37l1/Clstn3/Actr3/Park7/Rims1/Rtn4/Rtn4r/Cntnap2/Nrxn1/Prxl2a/Shisa9/Lingo1/Dlgap1/Synj2bp/Rpl4/Prkar1a/Clstn1/Gucy1a1/Dync1h1/Tesc/Pin1/Sema7a/Dbn1/Macf1/Add1/Ndrg2/Grm3/Pclo/Plxnc1/Atp11c/Atrn/Coro1c/Dmtn/Tpbg/Twf2/Plcb1/P2rx7/Fxyd1/Mecp2	203
BP	GO:0008284	positive regulation of cell population proliferation	116/697	234/1959	1.99787149532443e-06	0.000196427725609364	0.000168247517096645	Agrn/Ptprz1/Akap5/Numbl/Sema4d/Map3k5/Notch2/Adam10/Hap1/Gfap/Nefl/Gnai2/Itgb1/Fn1/Itpr1/Cntn1/Ncam1/Calr/Atp1b2/Map1b/Glul/Insr/Ntrk2/Ap2a1/Gnaq/Cst3/Rasgrf1/Camk2b/Vcam1/Grin1/Cd81/Gpm6a/Fyn/Cxcl12/Pura/Htt/Itgav/Cnr1/Efnb1/Efnb2/Cnbp/Ncan/Cox17/Cd38/Ripk2/Romo1/Actr2/Rpl23/Rap1a/Rac1/Ptn/Gnas/Dynll1/Plxna1/Plxna3/Irs2/Nptn/Nrp1/Cxadr/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Hspg2/Igfbp5/Plxnd1/Agap2/Islr2/Bcan/Cd55/Fscn1/Vcan/Dlg4/Dpysl3/Sema5a/Crtc1/Nlgn2/Megf10/Slc39a10/Rgma/Camk2d/Tiam2/Cyfip1/Robo2/Map6/Lrrc7/Plxna4/Hapln4/Tnc/Negr1/Shank2/Dlg1/Gjc2/Rapgef2/Plxnb1/Ahi1/Itpka/Acsl6/Lrp1/Gpr37l1/Actr3/Rtn4/P2ry12/Nrxn1/Rpl4/Crip2/Sema7a/Dbn1/Macf1/Plxnc1/Htra1/Coro1c/Twf2/P2rx7/Mecp2	116
BP	GO:0042127	regulation of cell population proliferation	172/697	373/1959	2.05932292977559e-06	0.000196427725609364	0.000168247517096645	Agrn/Ptprs/Ptprz1/Akap5/Dpysl2/Numbl/Sema4d/Map3k5/Efnb3/Notch2/Adam10/Hap1/Strn/Thy1/Gfap/Ctsl/Nefl/Gnai2/Itgb1/Fn1/Gpx1/Itpr1/Cntn1/Ncam1/Calr/Atp1b2/Map1b/Glul/Insr/Ntrk2/Ap2a1/Gnaq/Cst3/Gja1/Gna12/Gna13/Rasgrf1/Mt3/Camk2b/Vcam1/Grin1/Cd81/Gpm6a/Fyn/Cxcl12/Pura/Htt/Itgav/Cnr1/Capzb/Cit/Efnb1/Efnb2/Cnbp/Ephb3/Ncan/Cox17/Cd38/Ripk2/Romo1/Snap25/Actr2/Lpar1/Rpl23/Rap1a/Rac1/Ptn/Gnas/Dynll1/Plxna1/Plxna3/Irs2/Nptn/Nrp1/Cacna1a/Cxadr/Vldlr/Grin2b/Egfr/Notch1/Ctnnb1/Epha4/Hspg2/Igfbp5/Plxnd1/Agap2/Prag1/Islr2/Cttn/Adora1/Bcan/Cd55/Fscn1/Vcan/Dlg4/Dpysl3/Sema5a/Spock1/Agtpbp1/Ccn3/Crtc1/Prex1/Nlgn2/Megf10/Slc39a10/Rgma/Camk2d/Tiam2/Rtn4rl2/Abhd17b/Cyfip1/Robo2/Tafa1/Map6/Lrrc7/Daam2/Plxna4/Hapln4/Arhgap33/Tnc/Negr1/Shank2/Adgrb3/Rap2a/Nrcam/Dlg1/Gjc2/Tnr/Lrrc4c/Gpc3/Rapgef2/Ngef/Plxnb1/Ahi1/Itpka/Cadm4/Ntng1/Sirt2/Mark1/Acsl6/Rnf126/Lrp1/Camk2g/Gpr37l1/Actr3/Park7/Rtn4/Rtn4r/Ntm/P2ry12/Nrxn1/Synj2bp/Rpl4/Prkar1a/Crip2/Tsc1/Tesc/Pin1/Sema7a/Srcin1/Dbn1/Macf1/Ndrg2/Plxnc1/Htra1/Coro1c/Gabbr1/Dmtn/Tpbg/Twf2/P2rx7/Mecp2	172
BP	GO:0007411	axon guidance	41/697	64/1959	2.29301567266678e-06	0.000203095673864772	0.000173958858174495	Agrn/Flot1/Sema4d/Efnb3/Cntn1/Ncam1/Bsg/Lama1/Kif5c/Cxcl12/Efnb1/Efnb2/Ephb3/Rac1/Plxna1/Plxna3/Nptn/Nrp1/Notch1/Epha4/Plxnd1/Lama2/Lamb2/Cntn2/Alcam/Sema5a/Epha6/Cyfip1/Robo2/Plxna4/Nfasc/Nrcam/Rpl24/Plxnb1/Lrp1/Rtn4r/Tubb3/Lgi1/Nectin1/Sema7a/Plxnc1	41
BP	GO:0097485	neuron projection guidance	41/697	64/1959	2.29301567266678e-06	0.000203095673864772	0.000173958858174495	Agrn/Flot1/Sema4d/Efnb3/Cntn1/Ncam1/Bsg/Lama1/Kif5c/Cxcl12/Efnb1/Efnb2/Ephb3/Rac1/Plxna1/Plxna3/Nptn/Nrp1/Notch1/Epha4/Plxnd1/Lama2/Lamb2/Cntn2/Alcam/Sema5a/Epha6/Cyfip1/Robo2/Plxna4/Nfasc/Nrcam/Rpl24/Plxnb1/Lrp1/Rtn4r/Tubb3/Lgi1/Nectin1/Sema7a/Plxnc1	41
BP	GO:0048812	neuron projection morphogenesis	119/697	242/1959	2.4496568577577e-06	0.000205416514070472	0.000175946742527254	Agrn/Ptprs/Ptprz1/Akap5/Farp1/Flot1/Numbl/Sema4d/Efnb3/Adam10/Ctnnd2/Cntnap1/Pip5k1c/Atp9a/Adcy1/Thy1/Nefl/Itgb1/Fn1/Camk2a/Cntn1/Ncam1/Map1b/Ntrk2/Cnp/Bsg/Lama1/Nefh/Gja1/Mt3/Camk2b/Kif5c/Grin1/Gpm6a/Fyn/Cxcl12/Syt2/Cit/Efnb1/Efnb2/Ephb3/Actr2/Rac1/Ptn/Tuba1a/Plxna1/Plxna3/Nptn/Nrp1/Cacna1a/Vldlr/Egfr/Notch1/Ctnnb1/Epha4/Aplp1/Plxnd1/Islr2/Cttn/Lama2/Lamb2/Cntn2/Bcan/Alcam/Dlg4/Sema5a/Epha6/Rgma/Tiam2/Cyfip1/Plppr4/Robo2/Map6/Plxna4/Arhgap33/Adgrb3/Rap2a/Slitrk4/Nfasc/Nrcam/Rpl24/Kirrel3/Tnr/Lrrc4c/Rapgef2/Ngef/Plxnb1/Itpka/Dock7/Ntng1/Wasf1/Srgap2/Lrp1/Clstn3/Actr3/Rims1/Rtn4/Rtn4r/Cntnap2/Nrxn1/Rpl4/Tubb3/Mapk8ip2/Lgi1/Nectin1/Sema7a/Srcin1/Dbn1/Macf1/Map1a/Plxnc1/Celsr2/Uchl1/Epb41l3/Tpbg/Twf2/Cpne6/Rasal1/Mecp2	119
